"CodeM49","Hospitalization","Critical","CaseFatalityRate"
4,0.0237414341905811,0.004228029287556848,0.0020461972622979234
8,0.0695176082424074,0.02037509054798805,0.009853376162346238
12,0.04274040352928435,0.009981043049854024,0.004828034412317171
24,0.021857801469883958,0.0037560312743448697,0.00181718739407833
28,0.05572611510497508,0.013818733089616862,0.006684176946327915
31,0.04968779392800696,0.011025841422995461,0.005332497450729473
32,0.05578114607920116,0.015960270442988513,0.007716400822581277
36,0.07168794917121378,0.0225944172245745,0.010920769107902895
40,0.08380820005773673,0.02758592169590514,0.013330105427251732
44,0.05128660539913745,0.011857516699385631,0.005736585513467329
48,0.037936037795394055,0.005643237293155844,0.002736919033629274
50,0.039735924695279236,0.008566527726520173,0.004144654193160709
51,0.06317206741013366,0.01779086661667624,0.008597723156524257
52,0.07563118755893948,0.023761996033002632,0.011482331828890179
56,0.0813501112547646,0.027299215357609777,0.013188148314836317
64,0.04081171495518473,0.009469583186886673,0.004581788696909846
68,0.04195738569654887,0.01092563562122565,0.0052826745654448405
70,0.08029113650114376,0.024108764132692636,0.011655503690394002
72,0.03346673342901185,0.006714231658108754,0.003250778708339977
76,0.054802286366914026,0.013991840961662633,0.006766972919368628
84,0.03688084130365349,0.008025638142854629,0.0038817135412868038
90,0.0289071174211432,0.005769270756961208,0.002791481019919112
96,0.04573812239561309,0.009111439276497602,0.004409572120516684
100,0.08704113438330446,0.028316389917744187,0.013691481604877064
104,0.043867675973924845,0.009295172277513128,0.004498582963942117
108,0.022285820586553564,0.003888056464415584,0.0018814740057864997
112,0.07416054031818795,0.02191067117817249,0.01058800513603041
116,0.03598239760090498,0.007265674838421576,0.0035176245762971892
120,0.024460764546974243,0.004332552141003962,0.00209714316550405
124,0.07901547685788071,0.025040826089669448,0.012103974892584971
132,0.03807834701468377,0.00802157315805377,0.003878670115182342
140,0.023600225601085278,0.004409697220609538,0.0021332224845768866
144,0.058434619312808654,0.015370655684214215,0.007436950733774649
148,0.02153948490608619,0.003907834417305056,0.0018904945586102986
152,0.06235266788514396,0.017475658848101105,0.008448913899194133
156,0.0648105205180888,0.016325962840355337,0.00789787555228696
158,0.07693394193798281,0.02228664561637754,0.010772953134083017
170,0.051780096977207514,0.013181032797708561,0.006374580333536128
174,0.027575571386680004,0.005044657496880732,0.0024415537577837957
175,0.030148724584239023,0.006485977442423932,0.0031363272278080593
178,0.02642071190549197,0.0046058062890216404,0.002229069221752736
180,0.024241424285845276,0.00467785758838707,0.0022631282312188853
188,0.05684901555010351,0.015068356244481376,0.007286888550197345
191,0.0869288202378018,0.029040667782712366,0.014032111345714828
192,0.07551623247402403,0.022397442099564426,0.010826327787575743
196,0.06799307663573696,0.020083600308441307,0.009710615201252982
203,0.08243299503164726,0.026170068255974288,0.012655608579788442
204,0.026328265281157663,0.005112426887690855,0.0024737447957213932
208,0.08250208685710773,0.02730737993333452,0.013202325878426567
214,0.04533644407251392,0.011299203025026773,0.005463406447918419
218,0.044948857397753,0.011163801355943925,0.0053986982020125755
222,0.046796496130785965,0.012471896600336626,0.006030383985941848
226,0.024866691375887838,0.003966040716044719,0.0019220058518088217
231,0.026630872351986457,0.0053657968315757865,0.0025965196213482665
232,0.028967508424676446,0.006376174237056057,0.003085352356047368
233,0.08310878986595946,0.028152532937968655,0.01359988699917605
242,0.042346784629045425,0.008873992562837165,0.0042956159001566185
246,0.08729959781385732,0.03004211196166273,0.014520794070371384
250,0.08341742148024761,0.028892364023418875,0.013956912097820016
254,0.0392961510904574,0.00831283082676559,0.0040227114456177476
258,0.054273566770142126,0.013107744094067729,0.0063406442058496874
262,0.03686027862291776,0.007390443483920072,0.0035781310159291174
266,0.029805337399718208,0.005623044079510166,0.0027221578827242147
268,0.07076794876133537,0.0213789218567749,0.010332773037031468
270,0.023066581038985977,0.004056921696603253,0.0019637122165100324
275,0.027446148677151602,0.005163324482849467,0.0024990487817500083
276,0.09018917997952947,0.031388170674333846,0.015159194208866623
288,0.029324743309654115,0.005254741824439237,0.002543871505581464
296,0.03369863369221238,0.006659913132294092,0.0032234656664936463
300,0.09074721358112246,0.032260745269909324,0.015578851359908264
308,0.05455838569486043,0.014500650850078657,0.007012309387747848
312,0.08183907109492736,0.02707881114995989,0.013082547691108073
316,0.05573931023859038,0.014975012921917491,0.007241247992985075
320,0.03314447044852111,0.007572764881513381,0.0036623410266613393
324,0.024036772987800315,0.004485930207681658,0.0021708251923886414
328,0.04442052916564428,0.010687780568272694,0.005168061289744318
332,0.03520607675505084,0.007717310279303733,0.0037340680987285905
340,0.03503253879406434,0.007722355974411103,0.0037350202168526
344,0.08436001058024903,0.026304056613802772,0.01270894232990636
348,0.08265899599910977,0.02634350125709731,0.012735637926162094
352,0.07050459780219781,0.02170604707692308,0.01049238704761905
356,0.04330910166274581,0.009640881490370776,0.004665414849721656
360,0.04484593901672573,0.009657881018944978,0.0046736676505171
364,0.04599256004250738,0.010020441056013353,0.004849669944334497
368,0.02816115926450425,0.005259151420238566,0.0025450693463805575
372,0.06760263425220484,0.019974196289194612,0.00965767038168446
376,0.05638896355525322,0.016952194536078102,0.008193706170417309
380,0.09396215827281967,0.033289414517123105,0.016078014905205974
384,0.025120888230940053,0.004527425310942434,0.00219140597328673
388,0.051728226192361705,0.013475583302630286,0.0065164261517695245
392,0.10209013724119317,0.03885125184810285,0.018765818208160135
398,0.048720819151089695,0.011803128160012296,0.005707168071589976
400,0.03289180909014283,0.006451661057478384,0.0031222217023386917
404,0.025365364144069417,0.004234047874814259,0.002049624808029562
408,0.05902840693026424,0.014947426036029969,0.007231740836807276
410,0.0787251422165241,0.022893179337810005,0.011067579936664875
414,0.04480261337907905,0.006747663527033789,0.0032681192105115885
417,0.03759252526481827,0.0077319972045576234,0.003740214313161586
418,0.03373664913032076,0.006637793333595397,0.0032130525282191486
422,0.04712508625815002,0.011306452131305197,0.00546777226441892
426,0.034467238681537005,0.007391399027285306,0.003577297218067716
428,0.08546231792777231,0.028559230308312686,0.013798929711663969
430,0.027279386564227015,0.005193313308857011,0.002513170595907963
434,0.038513741021150766,0.007451225847646883,0.0036062978100026965
440,0.08657713264305689,0.029331139365336035,0.014167070625440115
442,0.071317989827086,0.021181614263166632,0.010236133461985758
446,0.06816904959174058,0.01720787619005086,0.00832375632563426
450,0.026639564473954536,0.004963524788596621,0.0024015741573107153
454,0.023277598300675568,0.004205014480901811,0.0020350525581476803
458,0.04618734840186297,0.010583250569965431,0.00512159740045711
462,0.035841142778914495,0.006514850720203056,0.0031564207776639003
466,0.021807733004971554,0.003862968504260122,0.0018690534918216213
470,0.08530121235043792,0.0283249834170934,0.01369537834709958
474,0.08971940628622439,0.03062960018653485,0.014795334177181457
478,0.027538861766236676,0.005124194852311783,0.00248004341392704
480,0.06492603047570822,0.017278317443368166,0.008357555008110763
484,0.046633461289700376,0.011383173193339011,0.005504944688026633
496,0.038300020254449584,0.007330308531088752,0.003547940781358098
498,0.06551131579541013,0.01703140110828979,0.008237637534107278
499,0.0714848422607959,0.021264370878989657,0.010279985542828574
504,0.047164542324177265,0.011104024928422919,0.0053722867115690845
508,0.023575030838636546,0.004412340956860783,0.002135082196744342
512,0.03326502764449767,0.004980677724922659,0.002415948958039189
516,0.029364410708579126,0.005730194742368503,0.0027731772164054235
524,0.0379305208724305,0.008397643119108998,0.004064524252622319
528,0.08354216567581213,0.027368696119078332,0.013228995603293938
531,0.07787478366849482,0.024258482084095066,0.01172665667276051
533,0.0723802802390274,0.020086574845924736,0.009715063222374164
540,0.05536165413270471,0.01383731776483322,0.006695200058845989
548,0.030043747354712682,0.005812064209669543,0.0028122547940745563
554,0.07240619211058447,0.022624635481943742,0.010936920128081742
558,0.03882564713035775,0.008712506586405665,0.004214117309633222
562,0.021439009327855387,0.003962842011793791,0.001917087864666532
566,0.024749645554495076,0.00434709145592205,0.00210426717513507
578,0.07587395526707719,0.02409970756461343,0.01165032153517589
583,0.0355446918388816,0.006766163535354415,0.0032754818685283567
586,0.03265379636470946,0.006770584509409699,0.003276648741146201
591,0.049023642290848546,0.012758345210912847,0.006168023661990633
598,0.03110906527944981,0.005662490731837515,0.0027413167234210875
600,0.04089236343906019,0.009829578482109434,0.004755250605325178
604,0.04999548593669886,0.012655551698015334,0.006120801011262762
608,0.0387186026767302,0.00836740800944798,0.004048729841286022
616,0.08023066880107214,0.025472531238350186,0.012311686500810316
620,0.09144756468926683,0.031765945168278346,0.015346476522273318
624,0.024704271040925856,0.004382723179088596,0.002121750235518532
626,0.030843838409273974,0.0065698585800513035,0.0031793423753187474
630,0.08624215859677577,0.02893801827505208,0.013984373449756015
634,0.036081762962243066,0.0044040832315189555,0.0021387565757047754
638,0.06392931706183794,0.018121939083533267,0.008759439165069452
642,0.08167073465503796,0.026084799054688607,0.01260626875420854
643,0.07300102339776363,0.021814381179667917,0.010542489137658097
646,0.02715682961879321,0.004955549686389403,0.0023987435857466474
662,0.05819163639730108,0.015430315124517369,0.007460892560543268
670,0.05593468953644534,0.014848117317277622,0.007177598492974124
678,0.02665228302480824,0.005073166918384202,0.002453456865044419
682,0.03862180122076069,0.006386683602083045,0.0030930930505364434
686,0.025404561055857255,0.0047953146288237,0.0023206541439196172
688,0.07904574820569576,0.024618427819126352,0.011903671500691857
690,0.053686953426886314,0.012802492830994508,0.0061904944071588365
694,0.025759120394484882,0.004681818928705519,0.002266061508201406
702,0.07257976720339304,0.01877340244802741,0.009079171645149696
703,0.07565976658180765,0.022270528442610626,0.010770076801724947
704,0.05096919419917999,0.012379828802099986,0.005984720632516295
705,0.08641694774047445,0.028389614095121925,0.01371788754033321
706,0.02308055221538192,0.00442514549708275,0.002140623915142678
710,0.039365335282232676,0.008225754594562786,0.0039822228874048645
716,0.025149409803331472,0.004730421263927354,0.0022888335924680244
724,0.08621376773366696,0.028995567904357505,0.014006131649889168
728,0.02653044360820242,0.00521796099092626,0.0025250539118822695
729,0.028186198611429524,0.005636159659058398,0.0027270349806743635
732,0.03614524132389132,0.006066579699663503,0.0029380853464584067
740,0.04636477258392797,0.01091320009580079,0.005278509053345016
748,0.028195228433221507,0.005871046186573622,0.002841489030861154
752,0.0816682368131558,0.02775036991208276,0.013413045134945397
756,0.08285772081448309,0.027160332077857167,0.013124890182328094
760,0.03603713072029239,0.007486842511169723,0.0036230452011030206
762,0.030608327194499442,0.00561637241972387,0.0027177169283560867
764,0.06873707110624018,0.01881594808729023,0.009097362234125633
768,0.02614429471548619,0.004622108183651685,0.0022375728060934903
776,0.03736064410531993,0.008771294246761973,0.004241790211642716
780,0.06135078181996168,0.01608083821903821,0.007779935719486586
784,0.03520553152551969,0.004119338713196636,0.0020015333373776594
788,0.052670499038043196,0.012981026274053363,0.006278177783561496
792,0.05141270490933936,0.012999913329418265,0.006287671175447081
795,0.03820576347574697,0.0078013092727849415,0.0037738919353686095
800,0.020457241971098144,0.003344827233663454,0.0016184478253645528
804,0.07692456943845143,0.02344799119817256,0.01133314014786609
807,0.0699258407011683,0.019420388912248367,0.009394223857385593
818,0.03689119729364132,0.007975691525693468,0.0038601080211510107
826,0.07891001967062314,0.02612719911437121,0.012626299145549944
830,0.0796597530182504,0.025312782501912465,0.012231629999022194
834,0.02405286744131039,0.004267677369165307,0.0020654257626194893
840,0.07327083246255732,0.02289884734215736,0.011068734391057605
850,0.08255768365206897,0.0266835975216188,0.012906089079991957
854,0.022881899145196265,0.0039452967206865825,0.001909360758633167
858,0.06770655293291615,0.021705763528337148,0.01048672965376957
860,0.03915138184215283,0.007841848203059774,0.003794287393014694
862,0.048296455545715516,0.011783093900842328,0.005699078295381308
882,0.03551835592964064,0.0077380154931707065,0.0037433417670480317
887,0.02554679475951962,0.004636717171358864,0.0022448358356717876
894,0.021626480013333362,0.003607230518012554,0.0017455638111840564
900,0.051677963065209005,0.013351128758959522,0.006456605669490662
901,0.08127554955539414,0.026823769456994696,0.012961527128762196
902,0.04589911387991994,0.010720631885596195,0.005186537243886227
903,0.027945751575140402,0.005439655083159886,0.0026324102056228984
904,0.051006396674235344,0.013087899276616131,0.006329173557231731
905,0.07386009721634888,0.02311816746811511,0.0111747346923999
906,0.06816546878994563,0.018315087655982516,0.00885755889051807
908,0.08179723750611838,0.026788709478069647,0.012943857470194607
909,0.06077381861379059,0.01795927905467218,0.008681903005845495
910,0.02489011730113537,0.0046240261988838415,0.0022376463181159358
911,0.023717012224023348,0.004384905565755195,0.002121620977740905
912,0.03872350525301071,0.008606114136899424,0.004164125574840833
913,0.03843597924420291,0.00801221367445525,0.0038787757790330946
914,0.024856365856917455,0.004442722160978172,0.0021503357496357794
915,0.05568829843738822,0.01529024092811938,0.0073924401522416396
916,0.044692366339510556,0.01087232818938029,0.0052578712983577585
917,0.08179723750611838,0.026788709478069647,0.012943857470194607
918,0.07386009721634888,0.02311816746811511,0.0111747346923999
920,0.04708569375805584,0.01079460771176113,0.005221980991189652
921,0.04155002403719905,0.009151136951011402,0.00442833705280022
922,0.04085531637194469,0.008965194221547556,0.004337593665845966
923,0.07606954198413102,0.02321953294623816,0.011222697688680998
924,0.07947172011522431,0.026298513753388104,0.012709878021692402
925,0.08882886442588407,0.030415826532484664,0.01469266790803599
926,0.08615664674638482,0.029571337195898776,0.014284641732637956
927,0.07180217388536961,0.022599222940887304,0.010923337661747462
928,0.03247184632908957,0.006141863403725077,0.0029731236079507395
931,0.053166832180420044,0.013789447862473566,0.006668561231154148
934,0.04924818937183335,0.011704811978612837,0.005662560718769898
935,0.05192915051789694,0.012690158172003531,0.006138703013513618
941,0.028593575175326822,0.005635118963264617,0.0027268009110429656
947,0.025520754566295056,0.00472720108175549,0.0022877739020133042
948,0.04030298978428787,0.009044583467743075,0.004375882130491965
954,0.04404773312298357,0.01010465248384576,0.0048887231271189085
957,0.04553628370611513,0.010740130792450179,0.005195154158220943
1500,0.026523153830464812,0.005163127693090012,0.0024984261036253563
1501,0.040222880269799414,0.008831169552780486,0.004273147408768585
1502,0.05953354183732419,0.015151189911026656,0.0073284035769553965
1503,0.07869737421632983,0.025675985051543327,0.012407391356620476
1517,0.049134022238039664,0.011747620574283168,0.005683032894506718
1518,0.058556704992036884,0.016458165407084197,0.007955005816070837
1636,0.029122937913600495,0.005873982349684839,0.002842011477707541
1637,0.05074111169281111,0.013034017191399568,0.006302974347751178
1802,0.1229047619047619,0.062122238095238105,0.029921904761904764
1803,0.1229047619047619,0.062122238095238105,0.029921904761904764
1828,0.1229047619047619,0.062122238095238105,0.029921904761904764
1829,0.07917497579987702,0.025576040758296573,0.012359377072408272
1830,0.051006396674235344,0.013087899276616131,0.006329173557231731
1832,0.06215946070999831,0.016172367288153897,0.00782171717941766
1833,0.03985711926029556,0.008797058920927806,0.004256369139964331
1835,0.03370912935290164,0.006572391674284611,0.003181197690619589
1840,0.1229047619047619,0.062122238095238105,0.029921904761904764
5500,0.04025885606687404,0.008543940872928405,0.004132923768094255
5501,0.04159949092224624,0.009174399686213908,0.0044396548482627885
